PRODUCT_LINE,GENDER,AGE,MARITAL_STATUS,PROFESSION
Money Market Account,M,21,Single,Sales
Money Market Account,F,40,Married,Professional
Checking Account,F,32,Single,Professional
Personal Loan,F,41,Married,Executive
Checking Account,F,41,Married,Executive
Personal Loan,M,19,Single,Sales
Checking Account,M,19,Single,Sales
Personal Loan,F,28,Single,Student
Checking Account,F,26,Single,Other
Personal Loan,M,29,Single,Other
Personal Loan,M,29,Single,Other
Money Market Account,F,38,Married,Other
Personal Loan,M,27,Single,Other
Personal Loan,M,27,Single,Other
Personal Loan,M,27,Single,Other
Personal Loan,M,27,Single,Retail
Checking Account,M,27,Single,Retail
Checking Account,F,33,Single,Other
Checking Account,F,30,Single,Professional
Money Market Account,F,23,Single,Hospitality
Money Market Account,F,23,Single,Hospitality
Money Market Account,M,31,Married,Other
Checking Account,F,36,Single,Retail
Checking Account,M,27,Single,Other
Checking Account,F,27,Single,Retail
Money Market Account,M,38,Married,Executive
Money Market Account,F,27,Single,Student
Checking Account,F,33,Married,Executive
Personal Loan,F,29,Single,Other
Personal Loan,F,29,Single,Other
Personal Loan,F,29,Single,Other
Checking Account,F,35,Single,Professional
Checking Account,F,27,Single,Retail
Credit Card,F,43,Married,Other
Money Market Account,M,42,Married,Other
Money Market Account,M,42,Married,Other
Money Market Account,M,42,Married,Other
Checking Account,F,48,Married,Professional
Money Market Account,F,42,Married,Other
Money Market Account,F,42,Married,Other
Money Market Account,F,42,Married,Other
Credit Card,M,49,Married,Other
Credit Card,M,49,Married,Other
Credit Card,M,49,Married,Other
Checking Account,F,38,Single,Professional
Checking Account,F,50,Married,Retail
Money Market Account,F,50,Married,Retail
Money Market Account,F,50,Married,Retail
Checking Account,F,50,Married,Retail
Personal Loan,F,26,Single,Professional
Checking Account,F,27,Married,Executive
Checking Account,M,36,Married,Professional
Checking Account,F,25,Married,Sales
Personal Loan,M,19,Single,Student
Money Market Account,F,48,Married,Hospitality
Checking Account,F,25,Single,Retail
Credit Card,M,57,Married,Professional
Money Market Account,M,40,Married,Executive
Personal Loan,M,23,Single,Other
Personal Loan,M,23,Single,Other
Money Market Account,F,34,Married,Other
Money Market Account,F,35,Married,Other
Money Market Account,F,29,Single,Other
Personal Loan,F,22,Single,Student
Checking Account,F,33,Single,Retail
Credit Card,M,49,Unspecified,Other
Credit Card,M,49,Unspecified,Other
Money Market Account,M,29,Single,Trades
Money Market Account,M,29,Single,Trades
Checking Account,F,33,Single,Retail
Personal Loan,M,25,Single,Retail
Money Market Account,F,45,Married,Executive
Money Market Account,F,45,Married,Executive
Citigold,F,33,Married,Executive
Credit Card,F,33,Married,Executive
Money Market Account,F,49,Married,Other
Money Market Account,F,49,Married,Other
Money Market Account,M,30,Single,Professional
Money Market Account,M,30,Single,Professional
Personal Loan,F,39,Married,Other
Personal Loan,F,39,Married,Other
Personal Loan,F,39,Married,Other
Citigold,F,31,Married,Other
Checking Account,F,36,Single,Professional
Money Market Account,M,29,Married,Other
Checking Account,M,29,Married,Other
Citigold,F,28,Single,Professional
Money Market Account,M,28,Single,Professional
Checking Account,F,48,Married,Executive
Checking Account,F,53,Married,Other
Citigold,F,53,Married,Other
Money Market Account,M,28,Single,Sales
Checking Account,F,37,Single,Professional
Personal Loan,M,33,Single,Trades
Checking Account,F,21,Single,Other
Money Market Account,F,23,Single,Student
Checking Account,F,24,Single,Retail
Money Market Account,F,24,Single,Retail
Personal Loan,M,31,Single,Trades
Money Market Account,F,28,Married,Professional
Money Market Account,F,28,Married,Professional
Checking Account,F,28,Married,Professional
Money Market Account,M,38,Married,Other
Checking Account,M,37,Unspecified,Trades
Money Market Account,M,33,Married,Sales
Money Market Account,M,33,Married,Sales
Money Market Account,M,33,Married,Sales
Checking Account,M,33,Married,Sales
Credit Card,M,33,Married,Sales
Money Market Account,M,33,Married,Sales
Checking Account,M,33,Married,Sales
Checking Account,F,35,Married,Other
Money Market Account,F,35,Married,Other
Checking Account,F,35,Married,Other
Checking Account,F,34,Single,Other
Checking Account,F,34,Single,Other
Credit Card,M,45,Married,Other
Credit Card,M,45,Married,Other
Personal Loan,M,29,Married,Sales
Money Market Account,M,29,Married,Sales
Personal Loan,M,29,Married,Sales
Personal Loan,M,29,Married,Sales
Personal Loan,M,29,Married,Sales
Credit Card,M,29,Married,Sales
Checking Account,M,29,Married,Sales
Money Market Account,M,35,Single,Other
Money Market Account,M,35,Single,Other
Money Market Account,M,35,Single,Other
Checking Account,F,26,Married,Executive
Checking Account,F,26,Married,Executive
Personal Loan,M,29,Single,Sales
Personal Loan,M,29,Single,Sales
Money Market Account,F,32,Married,Other
Money Market Account,F,32,Married,Other
Money Market Account,M,38,Married,Other
Money Market Account,M,38,Married,Other
Money Market Account,M,38,Married,Other
Checking Account,F,39,Married,Sales
Checking Account,F,39,Married,Sales
Personal Loan,F,34,Married,Professional
Checking Account,F,34,Married,Professional
Citigold,F,34,Married,Professional
Credit Card,M,58,Unspecified,Other
Credit Card,M,58,Unspecified,Other
Credit Card,M,58,Unspecified,Other
Money Market Account,F,28,Single,Other
Money Market Account,F,28,Single,Other
Money Market Account,F,28,Single,Other
Money Market Account,F,28,Single,Other
Checking Account,F,29,Single,Retail
Checking Account,F,29,Single,Retail
Credit Card,M,46,Married,Retired
Credit Card,M,46,Married,Retired
Credit Card,M,46,Married,Retired
Credit Card,M,46,Married,Retired
Checking Account,M,19,Single,Professional
Checking Account,M,19,Single,Professional
Personal Loan,F,26,Single,Other
Personal Loan,F,26,Single,Other
Checking Account,F,26,Single,Other
Money Market Account,M,26,Single,Executive
Money Market Account,M,26,Single,Executive
Money Market Account,M,26,Single,Executive
Money Market Account,M,26,Single,Executive
Money Market Account,M,41,Married,Sales
Money Market Account,M,41,Married,Sales
Money Market Account,M,41,Married,Sales
Money Market Account,M,41,Married,Sales
Checking Account,M,30,Married,Other
Checking Account,M,30,Married,Other
Checking Account,M,30,Married,Other
Checking Account,M,41,Married,Other
Money Market Account,M,41,Married,Other
Personal Loan,M,41,Married,Other
Personal Loan,M,41,Married,Other
Money Market Account,F,28,Married,Retail
Money Market Account,F,28,Married,Retail
Checking Account,F,28,Married,Retail
Checking Account,F,24,Single,Professional
Checking Account,F,24,Single,Professional
Money Market Account,F,42,Married,Executive
Money Market Account,F,42,Married,Executive
Money Market Account,F,42,Married,Executive
Money Market Account,M,33,Single,Professional
Citigold,M,33,Single,Professional
Money Market Account,M,33,Single,Professional
Money Market Account,M,33,Single,Professional
Money Market Account,F,47,Unspecified,Hospitality
Money Market Account,F,47,Unspecified,Hospitality
Money Market Account,M,42,Married,Other
Citigold,M,42,Married,Other
Personal Loan,M,42,Married,Other
Checking Account,F,43,Married,Professional
Checking Account,F,43,Married,Professional
Money Market Account,M,38,Married,Executive
Money Market Account,M,38,Married,Executive
Personal Loan,M,34,Single,Other
Personal Loan,M,34,Single,Other
Personal Loan,M,34,Single,Other
Personal Loan,M,34,Single,Other
Personal Loan,M,34,Single,Other
Personal Loan,M,34,Single,Other
Money Market Account,M,31,Married,Other
Money Market Account,M,31,Married,Other
Money Market Account,M,31,Married,Other
Checking Account,M,31,Married,Other
Money Market Account,M,37,Married,Other
Money Market Account,M,37,Married,Other
Personal Loan,F,34,Married,Professional
Checking Account,F,34,Married,Professional
Citigold,F,34,Married,Professional
Personal Loan,F,34,Married,Professional
Personal Loan,F,34,Married,Professional
Personal Loan,F,34,Married,Professional
Personal Loan,F,34,Married,Professional
Citigold,F,34,Married,Professional
Money Market Account,F,27,Single,Other
Money Market Account,F,27,Single,Other
Money Market Account,F,20,Single,Other
Money Market Account,F,20,Single,Other
Money Market Account,F,20,Single,Other
Checking Account,F,33,Married,Executive
Money Market Account,F,33,Married,Executive
Personal Loan,F,33,Married,Executive
Personal Loan,F,33,Married,Executive
Personal Loan,F,33,Married,Executive
Checking Account,F,33,Married,Executive
Checking Account,F,33,Married,Executive
Money Market Account,F,40,Married,Other
Money Market Account,F,40,Married,Other
Money Market Account,F,40,Married,Other
Personal Loan,M,27,Single,Retail
Personal Loan,M,27,Single,Retail
Personal Loan,M,27,Single,Retail
Money Market Account,M,48,Married,Professional
Checking Account,M,48,Married,Professional
Personal Loan,M,48,Married,Professional
Credit Card,M,59,Married,Professional
Credit Card,M,59,Married,Professional
Credit Card,M,59,Married,Professional
Checking Account,F,26,Married,Sales
Checking Account,F,26,Married,Sales
Checking Account,F,28,Single,Other
Checking Account,M,32,Single,Professional
Money Market Account,M,32,Single,Professional
Money Market Account,M,35,Married,Other
Money Market Account,M,33,Married,Trades
Money Market Account,M,37,Married,Other
Checking Account,F,55,Married,Other
Checking Account,F,25,Single,Sales
Money Market Account,M,33,Married,Other
Money Market Account,M,33,Married,Other
Personal Loan,M,33,Married,Other
Money Market Account,M,36,Married,Executive
Checking Account,M,26,Married,Professional
Personal Loan,M,24,Single,Sales
Checking Account,M,24,Single,Sales
Credit Card,F,49,Unspecified,Hospitality
Credit Card,F,49,Unspecified,Hospitality
Credit Card,F,49,Unspecified,Hospitality
Checking Account,M,36,Married,Other
Checking Account,F,25,Single,Professional
Money Market Account,F,47,Married,Executive
Credit Card,M,45,Married,Professional
Credit Card,M,45,Married,Professional
Personal Loan,M,26,Single,Sales
Money Market Account,M,28,Single,Sales
Checking Account,M,28,Single,Sales
Money Market Account,F,32,Married,Other
Citigold,F,32,Married,Other
Money Market Account,F,32,Married,Other
Money Market Account,F,32,Married,Other
Money Market Account,F,41,Unspecified,Hospitality
Checking Account,M,20,Single,Sales
Money Market Account,M,39,Married,Professional
Money Market Account,M,39,Married,Professional
Money Market Account,M,39,Married,Professional
Checking Account,M,39,Married,Professional
Credit Card,M,39,Married,Professional
Money Market Account,F,19,Single,Student
Money Market Account,F,19,Single,Student
Money Market Account,M,35,Married,Other
Checking Account,F,44,Unspecified,Sales
Checking Account,F,39,Single,Professional
Checking Account,F,24,Single,Retail
Money Market Account,M,27,Single,Professional
Money Market Account,M,27,Single,Professional
Money Market Account,M,32,Married,Sales
Money Market Account,M,32,Married,Sales
Checking Account,M,32,Married,Sales
Money Market Account,M,44,Single,Other
Personal Loan,F,35,Married,Professional
Personal Loan,F,35,Married,Professional
Money Market Account,M,41,Married,Executive
Citigold,F,37,Married,Other
Checking Account,M,36,Married,Sales
Money Market Account,M,36,Married,Sales
Personal Loan,M,25,Single,Sales
Money Market Account,M,26,Married,Sales
Personal Loan,M,41,Married,Professional
Checking Account,M,41,Married,Professional
Checking Account,F,29,Single,Other
Money Market Account,M,36,Married,Sales
Credit Card,M,31,Single,Sales
Credit Card,M,31,Single,Sales
Credit Card,M,31,Single,Sales
Credit Card,M,31,Single,Sales
Checking Account,M,27,Single,Other
Money Market Account,F,34,Married,Other
Personal Loan,M,19,Single,Student
Money Market Account,F,44,Married,Executive
Personal Loan,F,38,Married,Other
Checking Account,F,26,Single,Professional
Checking Account,F,29,Single,Professional
Personal Loan,F,28,Single,Other
Checking Account,F,25,Single,Student
Money Market Account,M,25,Single,Sales
Checking Account,M,25,Single,Sales
Money Market Account,F,34,Married,Other
Money Market Account,M,33,Unspecified,Professional
Money Market Account,M,33,Unspecified,Professional
Money Market Account,M,33,Unspecified,Professional
Money Market Account,F,19,Single,Hospitality
Money Market Account,F,19,Single,Hospitality
Checking Account,F,26,Single,Retail
Money Market Account,F,45,Unspecified,Hospitality
Money Market Account,F,45,Unspecified,Hospitality
Money Market Account,F,45,Unspecified,Hospitality
Citigold,F,45,Unspecified,Hospitality
Money Market Account,M,38,Married,Executive
Checking Account,F,67,Married,Retired
Money Market Account,F,37,Married,Retail
Personal Loan,F,31,Unspecified,Other
Citigold,F,31,Unspecified,Other
Money Market Account,M,35,Married,Other
Checking Account,F,25,Single,Professional
Personal Loan,F,23,Single,Professional
Personal Loan,F,23,Single,Professional
Money Market Account,M,28,Single,Professional
Money Market Account,M,27,Married,Sales
Money Market Account,M,27,Married,Sales
Checking Account,F,48,Married,Executive
Money Market Account,F,37,Single,Professional
Money Market Account,F,37,Single,Professional
Money Market Account,F,46,Married,Executive
Citigold,F,46,Married,Executive
Personal Loan,F,25,Unspecified,Professional
Money Market Account,M,27,Single,Other
Checking Account,M,27,Single,Other
