ID,TRANS_TYPE,GENDER,AGE,MARITAL_STATUS,PROFESSION
14573,Not Fraud,M,38,Single,Other
14574,Not Fraud,M,38,Single,Other
14575,Not Fraud,M,38,Single,Other
14576,Not Fraud,F,34,Married,Other
14577,Not Fraud,F,34,Married,Other
14578,Refer to Agent,M,25,Married,Sales
14579,Not Fraud,M,25,Married,Sales
14580,Not Fraud,M,25,Married,Sales
14581,Refer to Agent,M,25,Married,Sales
14582,Refer to Agent,M,25,Married,Sales
14583,Not Fraud,M,25,Married,Sales
14584,Not Fraud,M,33,Single,Sales
14585,Not Fraud,M,33,Single,Sales
14586,Not Fraud,M,33,Single,Sales
14587,Not Fraud,F,29,Married,Executive
14588,Not Fraud,F,29,Married,Executive
14589,Not Fraud,M,41,Married,Other
14590,Not Fraud,M,41,Married,Other
14591,Not Fraud,M,41,Married,Other
14592,Not Fraud,M,41,Married,Other
14593,Not Fraud,M,41,Married,Other
14594,Not Fraud,M,41,Married,Other
14595,Not Fraud,M,41,Married,Other
14596,Not Fraud,F,52,Married,Other
14597,Not Fraud,F,52,Married,Other
14598,Not Fraud,F,48,Married,Sales
14599,Not Fraud,F,48,Married,Sales
14600,Not Fraud,F,48,Married,Sales
14601,Not Fraud,M,38,Married,Professional
14602,Refer to Agent,M,38,Married,Professional
14603,Refer to Agent,M,38,Married,Professional
14604,Not Fraud,M,38,Married,Professional
14605,Not Fraud,M,33,Single,Trades
14606,Not Fraud,M,33,Single,Trades
14607,Not Fraud,M,33,Single,Trades
14608,Fraud,M,33,Single,Trades
14609,Not Fraud,F,58,Married,Retired
14610,Not Fraud,F,58,Married,Retired
14611,Not Fraud,M,32,Married,Executive
14612,Not Fraud,M,32,Married,Executive
14613,Not Fraud,M,27,Single,Executive
14614,Not Fraud,M,27,Single,Executive
14615,Not Fraud,M,27,Single,Executive
14616,Not Fraud,M,27,Single,Executive
14617,Not Fraud,M,27,Single,Executive
14618,Not Fraud,M,27,Single,Executive
14619,Not Fraud,F,23,Single,Retail
14620,Not Fraud,F,23,Single,Retail
14621,Refer to Agent,M,58,Married,Trades
14622,Not Fraud,M,58,Married,Trades
14623,Refer to Agent,M,58,Married,Trades
14624,Not Fraud,M,29,Single,Sales
14625,Not Fraud,M,29,Single,Sales
14626,Not Fraud,M,29,Single,Sales
14627,Not Fraud,M,32,Married,Executive
14628,Not Fraud,M,32,Married,Executive
14629,Not Fraud,M,32,Married,Executive
14630,Not Fraud,M,32,Married,Executive
14631,Not Fraud,M,32,Married,Executive
14632,Not Fraud,F,28,Single,Professional
14633,Not Fraud,F,28,Single,Professional
14634,Not Fraud,F,28,Single,Professional
14635,Not Fraud,F,28,Single,Professional
14636,Not Fraud,M,48,Married,Other
14637,Not Fraud,M,48,Married,Other
14638,Not Fraud,M,48,Married,Other
14639,Not Fraud,F,24,Single,Other
14640,Not Fraud,F,24,Single,Other
14641,Not Fraud,M,26,Married,Other
14642,Not Fraud,M,26,Married,Other
14643,Not Fraud,M,38,Married,Other
14644,Not Fraud,M,38,Married,Other
14645,Not Fraud,F,29,Single,Sales
14646,Not Fraud,F,29,Single,Sales
14647,Not Fraud,F,45,Married,Other
14648,Not Fraud,F,45,Married,Other
14649,Not Fraud,M,19,Single,Student
14650,Not Fraud,M,19,Single,Student
14651,Not Fraud,M,36,Married,Other
14652,Not Fraud,M,36,Married,Other
14653,Not Fraud,M,19,Single,Student
14654,Not Fraud,M,19,Single,Student
14655,Not Fraud,M,19,Single,Student
14656,Not Fraud,M,28,Married,Other
14657,Not Fraud,M,28,Married,Other
14658,Not Fraud,M,24,Single,Other
14659,Not Fraud,M,24,Single,Other
14660,Not Fraud,M,24,Single,Other
14661,Not Fraud,M,24,Single,Other
14662,Not Fraud,M,33,Married,Other
14663,Not Fraud,M,33,Married,Other
14664,Not Fraud,M,33,Married,Other
14665,Not Fraud,F,50,Unspecified,Hospitality
14666,Not Fraud,F,50,Unspecified,Hospitality
14667,Not Fraud,F,36,Married,Other
14668,Not Fraud,F,36,Married,Other
14669,Fraud,F,36,Married,Other
14670,Not Fraud,M,20,Single,Sales
14671,Not Fraud,M,20,Single,Sales
14672,Not Fraud,M,20,Single,Sales
14673,Not Fraud,M,20,Single,Sales
14674,Not Fraud,M,20,Single,Sales
14675,Not Fraud,M,19,Single,Student
14676,Not Fraud,M,19,Single,Student
14677,Not Fraud,M,19,Single,Student
14678,Refer to Agent,F,53,Married,Other
14679,Refer to Agent,F,53,Married,Other
14680,Refer to Agent,F,53,Married,Other
14681,Not Fraud,M,20,Single,Sales
14682,Not Fraud,M,20,Single,Sales
14683,Not Fraud,M,20,Single,Sales
14684,Not Fraud,M,39,Married,Professional
14685,Not Fraud,M,39,Married,Professional
14686,Not Fraud,M,39,Married,Professional
14687,Not Fraud,M,25,Married,Other
14688,Not Fraud,M,25,Married,Other
14689,Not Fraud,F,38,Single,Professional
14690,Not Fraud,F,38,Single,Professional
14691,Fraud,M,24,Single,Student
14692,Not Fraud,M,24,Single,Student
14693,Not Fraud,M,24,Single,Student
14694,Not Fraud,M,24,Single,Other
14695,Not Fraud,M,24,Single,Other
14696,Not Fraud,M,24,Single,Other
14697,Not Fraud,F,25,Married,Other
14698,Not Fraud,F,25,Married,Other
14699,Not Fraud,F,25,Married,Other
14700,Fraud,F,25,Married,Other
14701,Not Fraud,F,26,Single,Other
14702,Not Fraud,F,26,Single,Other
14703,Not Fraud,M,17,Single,Student
14704,Fraud,M,17,Single,Student
14705,Not Fraud,M,17,Single,Student
14706,Not Fraud,M,27,Single,Trades
14707,Not Fraud,M,27,Single,Trades
14708,Not Fraud,M,27,Single,Trades
14709,Not Fraud,M,27,Single,Trades
14710,Not Fraud,M,27,Single,Trades
14711,Not Fraud,M,27,Single,Trades
14712,Not Fraud,M,19,Single,Other
14713,Not Fraud,M,19,Single,Other
14714,Not Fraud,M,19,Single,Other
14715,Not Fraud,F,25,Single,Other
14716,Not Fraud,F,25,Single,Other
14717,Not Fraud,F,37,Married,Executive
14718,Not Fraud,F,37,Married,Executive
14719,Not Fraud,F,37,Married,Executive
14720,Refer to Agent,F,57,Married,Other
14721,Refer to Agent,F,57,Married,Other
14722,Refer to Agent,F,57,Married,Other
14723,Not Fraud,F,27,Single,Student
14724,Not Fraud,F,27,Single,Student
14725,Not Fraud,F,41,Married,Sales
14726,Not Fraud,F,41,Married,Sales
14727,Not Fraud,F,41,Married,Sales
14728,Not Fraud,M,33,Married,Executive
14729,Not Fraud,M,33,Married,Executive
14730,Not Fraud,F,62,Unspecified,Hospitality
14731,Not Fraud,F,62,Unspecified,Hospitality
14732,Not Fraud,M,21,Single,Retail
14733,Not Fraud,M,21,Single,Retail
14734,Not Fraud,M,21,Single,Retail
14735,Not Fraud,M,21,Single,Retail
14736,Not Fraud,M,21,Single,Retail
14737,Not Fraud,F,19,Single,Other
14738,Not Fraud,F,19,Single,Other
14739,Not Fraud,F,34,Single,Retail
14740,Not Fraud,F,34,Single,Retail
14741,Not Fraud,F,23,Single,Other
14742,Not Fraud,F,23,Single,Other
14743,Not Fraud,M,44,Married,Executive
14744,Not Fraud,M,44,Married,Executive
14745,Not Fraud,M,44,Married,Executive
14746,Not Fraud,M,19,Single,Student
14747,Not Fraud,M,19,Single,Student
14748,Not Fraud,F,69,Unspecified,Hospitality
14749,Not Fraud,F,69,Unspecified,Hospitality
14750,Not Fraud,F,29,Single,Other
14751,Not Fraud,F,29,Single,Other
14752,Not Fraud,F,29,Single,Other
14753,Not Fraud,M,31,Married,Other
14754,Not Fraud,M,31,Married,Other
14755,Not Fraud,M,31,Married,Other
14756,Not Fraud,M,21,Single,Professional
14757,Not Fraud,M,21,Single,Professional
14758,Not Fraud,M,21,Single,Professional
14759,Not Fraud,M,21,Single,Professional
14760,Not Fraud,M,20,Single,Trades
14761,Not Fraud,M,20,Single,Trades
14762,Not Fraud,M,20,Single,Trades
14763,Not Fraud,M,45,Married,Other
14764,Not Fraud,M,45,Married,Other
14765,Not Fraud,M,45,Married,Other
14766,Not Fraud,M,45,Married,Other
14767,Not Fraud,M,45,Married,Other
14768,Not Fraud,M,45,Married,Other
14769,Not Fraud,F,26,Single,Other
14770,Not Fraud,F,26,Single,Other
14771,Not Fraud,F,40,Married,Other
14772,Not Fraud,F,40,Married,Other
14773,Not Fraud,F,40,Married,Other
14774,Not Fraud,F,40,Married,Other
14775,Not Fraud,M,27,Single,Professional
14776,Not Fraud,M,27,Single,Professional
14777,Not Fraud,M,27,Single,Professional
14778,Not Fraud,M,27,Single,Professional
14779,Not Fraud,M,27,Single,Professional
14780,Not Fraud,M,27,Single,Professional
14781,Not Fraud,F,28,Single,Retail
14782,Not Fraud,F,28,Single,Retail
14783,Not Fraud,M,31,Married,Sales
14784,Not Fraud,M,31,Married,Sales
14785,Not Fraud,F,20,Single,Retail
14786,Not Fraud,F,20,Single,Retail
14787,Not Fraud,F,53,Unspecified,Hospitality
14788,Not Fraud,F,53,Unspecified,Hospitality
14789,Fraud,F,53,Unspecified,Hospitality
14790,Fraud,F,53,Unspecified,Hospitality
14791,Fraud,M,18,Single,Student
14792,Fraud,M,18,Single,Student
14793,Not Fraud,M,18,Single,Student
14794,Not Fraud,M,18,Single,Student
14795,Not Fraud,M,34,Single,Other
14796,Not Fraud,M,34,Single,Other
14797,Not Fraud,M,34,Single,Other
14798,Not Fraud,F,28,Single,Professional
14799,Not Fraud,F,28,Single,Professional
14800,Not Fraud,M,34,Married,Sales
14801,Not Fraud,M,34,Married,Sales
14802,Not Fraud,M,38,Married,Sales
14803,Not Fraud,M,38,Married,Sales
14804,Not Fraud,M,38,Married,Sales
14805,Refer to Agent,M,38,Married,Sales
14806,Refer to Agent,M,38,Married,Sales
14807,Refer to Agent,M,38,Married,Sales
14808,Refer to Agent,M,38,Married,Sales
14809,Not Fraud,F,24,Single,Student
14810,Not Fraud,F,24,Single,Student
14811,Refer to Agent,M,38,Married,Professional
14812,Refer to Agent,M,38,Married,Professional
14813,Refer to Agent,M,38,Married,Professional
14814,Refer to Agent,M,38,Married,Professional
14815,Refer to Agent,M,38,Married,Professional
14816,Not Fraud,M,27,Married,Other
14817,Not Fraud,M,27,Married,Other
14818,Not Fraud,M,27,Married,Other
14819,Not Fraud,M,41,Married,Sales
14820,Not Fraud,M,41,Married,Sales
14821,Not Fraud,M,41,Married,Sales
14822,Not Fraud,M,41,Married,Sales
14823,Not Fraud,M,41,Married,Sales
14824,Refer to Agent,F,31,Married,Hospitality
14825,Refer to Agent,F,31,Married,Hospitality
14826,Refer to Agent,F,31,Married,Hospitality
14827,Refer to Agent,F,31,Married,Hospitality
14828,Refer to Agent,F,31,Married,Hospitality
14829,Not Fraud,M,39,Married,Executive
14830,Not Fraud,M,39,Married,Executive
14831,Not Fraud,M,20,Single,Other
14832,Not Fraud,M,20,Single,Other
14833,Not Fraud,F,25,Single,Professional
14834,Not Fraud,F,25,Single,Professional
14835,Not Fraud,F,30,Married,Other
14836,Not Fraud,F,30,Married,Other
14837,Not Fraud,M,22,Single,Other
14838,Not Fraud,M,22,Single,Other
14839,Not Fraud,F,26,Single,Student
14840,Not Fraud,F,26,Single,Student
14841,Not Fraud,F,26,Single,Student
14842,Not Fraud,F,26,Single,Student
14843,Not Fraud,M,44,Married,Other
14844,Not Fraud,M,44,Married,Other
14845,Not Fraud,M,44,Married,Other
14846,Not Fraud,M,44,Married,Other
14847,Not Fraud,F,26,Single,Other
14848,Not Fraud,F,26,Single,Other
14849,Not Fraud,F,27,Married,Other
14850,Not Fraud,F,27,Married,Other
14851,Not Fraud,F,27,Married,Other
14852,Not Fraud,F,41,Unspecified,Hospitality
14853,Not Fraud,F,41,Unspecified,Hospitality
14854,Not Fraud,F,41,Unspecified,Hospitality
14855,Not Fraud,F,22,Single,Sales
14856,Not Fraud,F,22,Single,Sales
14857,Not Fraud,M,25,Single,Sales
14858,Not Fraud,M,25,Single,Sales
14859,Not Fraud,M,25,Single,Sales
14860,Not Fraud,F,21,Single,Sales
14861,Not Fraud,F,21,Single,Sales
14862,Not Fraud,M,37,Married,Other
14863,Not Fraud,M,37,Married,Other
14864,Not Fraud,M,37,Married,Other
14865,Not Fraud,M,37,Married,Other
14866,Not Fraud,M,33,Married,Sales
14867,Not Fraud,M,33,Married,Sales
14868,Not Fraud,M,33,Married,Sales
14869,Not Fraud,M,25,Single,Executive
14870,Not Fraud,M,25,Single,Executive
14871,Not Fraud,M,25,Single,Executive
14872,Not Fraud,F,25,Single,Professional
14873,Not Fraud,F,25,Single,Professional
14874,Not Fraud,F,36,Single,Retail
14875,Not Fraud,F,36,Single,Retail
14876,Not Fraud,F,38,Single,Retail
14877,Not Fraud,F,38,Single,Retail
14878,Not Fraud,F,56,Married,Other
14879,Not Fraud,F,56,Married,Other
14880,Not Fraud,M,30,Married,Trades
14881,Not Fraud,M,30,Married,Trades
14882,Not Fraud,M,30,Married,Trades
14883,Not Fraud,M,30,Married,Trades
14884,Not Fraud,M,29,Single,Other
14885,Not Fraud,M,29,Single,Other
14886,Not Fraud,M,29,Single,Other
14887,Not Fraud,M,29,Single,Other
14888,Not Fraud,M,29,Single,Other
14889,Not Fraud,M,29,Single,Other
14890,Not Fraud,M,29,Single,Other
14891,Not Fraud,M,29,Single,Other
14892,Not Fraud,M,29,Single,Other
14893,Refer to Agent,F,48,Married,Other
14894,Refer to Agent,F,48,Married,Other
14895,Not Fraud,F,19,Single,Other
14896,Not Fraud,F,19,Single,Other
14897,Not Fraud,M,41,Single,Other
14898,Not Fraud,M,41,Single,Other
14899,Not Fraud,M,41,Single,Other
14900,Not Fraud,F,42,Married,Other
14901,Not Fraud,F,42,Married,Other
14902,Not Fraud,F,42,Married,Other
14903,Not Fraud,M,23,Single,Other
14904,Not Fraud,M,23,Single,Other
14905,Not Fraud,M,23,Single,Other
14906,Not Fraud,M,26,Married,Other
14907,Not Fraud,M,26,Married,Other
14908,Not Fraud,M,26,Married,Other
14909,Not Fraud,M,42,Married,Sales
14910,Not Fraud,M,42,Married,Sales
14911,Not Fraud,M,26,Single,Trades
14912,Not Fraud,M,26,Single,Trades
14913,Not Fraud,M,26,Single,Trades
14914,Not Fraud,F,28,Single,Student
14915,Not Fraud,F,28,Single,Student
14916,Refer to Agent,F,58,Married,Other
14917,Refer to Agent,F,58,Married,Other
14918,Refer to Agent,F,58,Married,Other
14919,Refer to Agent,F,58,Married,Other
14920,Refer to Agent,F,58,Married,Other
14921,Not Fraud,M,36,Married,Sales
14922,Not Fraud,M,36,Married,Sales
14923,Not Fraud,F,43,Married,Other
14924,Not Fraud,F,43,Married,Other
14925,Not Fraud,F,43,Married,Other
14926,Not Fraud,F,22,Single,Other
14927,Not Fraud,F,22,Single,Other
14928,Not Fraud,F,22,Single,Other
14929,Not Fraud,M,37,Married,Sales
14930,Not Fraud,M,37,Married,Sales
14931,Not Fraud,M,37,Married,Sales
14932,Refer to Agent,M,31,Unspecified,Sales
14933,Not Fraud,M,31,Unspecified,Sales
14934,Not Fraud,M,31,Unspecified,Sales
14935,Refer to Agent,M,31,Unspecified,Sales
14936,Refer to Agent,M,31,Unspecified,Sales
14937,Refer to Agent,M,59,Married,Trades
14938,Refer to Agent,M,59,Married,Trades
14939,Refer to Agent,M,59,Married,Trades
14940,Refer to Agent,M,59,Married,Trades
14941,Refer to Agent,M,59,Married,Trades
14942,Refer to Agent,M,59,Married,Trades
14943,Not Fraud,F,23,Single,Sales
14944,Not Fraud,F,23,Single,Sales
14945,Not Fraud,F,23,Single,Other
14946,Not Fraud,F,23,Single,Other
14947,Not Fraud,F,29,Single,Student
14948,Not Fraud,F,29,Single,Student
14949,Not Fraud,F,29,Single,Student
14950,Not Fraud,F,29,Single,Student
14951,Not Fraud,F,29,Single,Student
14952,Not Fraud,M,25,Single,Other
14953,Not Fraud,M,25,Single,Other
14954,Not Fraud,M,25,Single,Other
14955,Not Fraud,M,27,Single,Other
14956,Not Fraud,M,27,Single,Other
14957,Refer to Agent,M,27,Single,Other
14958,Refer to Agent,M,27,Single,Other
14959,Not Fraud,M,27,Single,Other
14960,Refer to Agent,M,27,Single,Other
14961,Not Fraud,F,27,Married,Professional
14962,Refer to Agent,F,27,Married,Professional
14963,Not Fraud,F,27,Married,Professional
14964,Not Fraud,F,29,Married,Sales
14965,Not Fraud,F,29,Married,Sales
14966,Not Fraud,M,24,Single,Professional
14967,Not Fraud,M,24,Single,Professional
14968,Not Fraud,F,31,Married,Executive
14969,Not Fraud,F,31,Married,Executive
14970,Not Fraud,M,39,Married,Professional
14971,Not Fraud,M,39,Married,Professional
14972,Not Fraud,F,48,Married,Executive
14973,Not Fraud,F,48,Married,Executive
14974,Not Fraud,M,32,Married,Sales
14975,Not Fraud,M,32,Married,Sales
14976,Not Fraud,M,32,Married,Sales
14977,Not Fraud,M,32,Married,Sales
14978,Not Fraud,M,22,Single,Other
14979,Not Fraud,M,22,Single,Other
14980,Not Fraud,M,22,Single,Other
14981,Not Fraud,M,22,Single,Other
14982,Not Fraud,M,22,Single,Other
14983,Not Fraud,M,29,Single,Executive
14984,Not Fraud,M,29,Single,Executive
14985,Not Fraud,M,36,Single,Professional
14986,Not Fraud,M,36,Single,Professional
14987,Not Fraud,M,36,Single,Professional
14988,Not Fraud,F,28,Single,Other
14989,Not Fraud,F,28,Single,Other
14990,Not Fraud,F,41,Married,Other
14991,Refer to Agent,F,41,Married,Other
14992,Refer to Agent,F,41,Married,Other
14993,Not Fraud,F,41,Married,Other
14994,Not Fraud,F,36,Married,Executive
14995,Not Fraud,F,36,Married,Executive
14996,Refer to Agent,M,41,Unspecified,Other
14997,Refer to Agent,M,41,Unspecified,Other
14998,Refer to Agent,M,41,Unspecified,Other
14999,Refer to Agent,M,41,Unspecified,Other
15000,Refer to Agent,M,57,Married,Professional
15001,Refer to Agent,M,57,Married,Professional
15002,Not Fraud,M,57,Married,Professional
15003,Not Fraud,M,57,Married,Professional
15004,Not Fraud,F,28,Married,Executive
15005,Not Fraud,F,28,Married,Executive
15006,Not Fraud,F,22,Single,Student
15007,Not Fraud,F,22,Single,Student
15008,Not Fraud,M,21,Single,Retail
15009,Not Fraud,M,21,Single,Retail
15010,Not Fraud,M,21,Single,Retail
15011,Not Fraud,M,34,Unspecified,Professional
15012,Not Fraud,M,34,Unspecified,Professional
15013,Not Fraud,M,34,Unspecified,Professional
15014,Not Fraud,M,34,Unspecified,Professional
15015,Not Fraud,F,24,Single,Other
15016,Not Fraud,F,24,Single,Other
15017,Not Fraud,F,21,Single,Student
15018,Not Fraud,F,21,Single,Student
15019,Not Fraud,M,43,Single,Executive
15020,Not Fraud,M,43,Single,Executive
15021,Not Fraud,M,43,Single,Executive
15022,Not Fraud,M,43,Single,Executive
15023,Not Fraud,M,43,Single,Executive
15024,Not Fraud,M,29,Married,Other
15025,Not Fraud,M,29,Married,Other
15026,Not Fraud,M,29,Married,Other
15027,Fraud,F,54,Married,Retired
15028,Not Fraud,F,54,Married,Retired
15029,Fraud,F,54,Married,Retired
15030,Not Fraud,M,20,Single,Sales
15031,Not Fraud,M,20,Single,Sales
15032,Not Fraud,F,34,Married,Executive
15033,Not Fraud,F,34,Married,Executive
15034,Not Fraud,F,22,Single,Hospitality
15035,Not Fraud,F,22,Single,Hospitality
15036,Not Fraud,F,22,Single,Hospitality
15037,Not Fraud,F,22,Single,Hospitality
15038,Not Fraud,M,28,Single,Professional
15039,Not Fraud,M,28,Single,Professional
15040,Not Fraud,M,28,Single,Professional
15041,Not Fraud,M,28,Single,Professional
15042,Not Fraud,F,40,Married,Other
15043,Not Fraud,F,40,Married,Other
15044,Not Fraud,F,46,Married,Hospitality
15045,Fraud,F,46,Married,Hospitality
15046,Not Fraud,F,46,Married,Hospitality
15047,Not Fraud,F,46,Married,Hospitality
15048,Not Fraud,F,46,Married,Hospitality
15049,Not Fraud,F,35,Single,Retail
15050,Not Fraud,F,35,Single,Retail
15051,Not Fraud,M,29,Single,Trades
15052,Not Fraud,M,29,Single,Trades
15053,Not Fraud,M,44,Married,Trades
15054,Not Fraud,M,44,Married,Trades
15055,Fraud,M,44,Married,Trades
15056,Not Fraud,M,25,Married,Executive
15057,Not Fraud,M,25,Married,Executive
15058,Not Fraud,M,25,Married,Executive
15059,Not Fraud,M,25,Married,Executive
15060,Not Fraud,M,24,Single,Other
15061,Not Fraud,M,24,Single,Other
15062,Refer to Agent,M,24,Single,Other
15063,Not Fraud,M,24,Single,Other
15064,Not Fraud,M,24,Single,Other
15065,Not Fraud,M,24,Single,Other
15066,Not Fraud,M,24,Single,Other
15067,Not Fraud,M,20,Single,Trades
15068,Not Fraud,M,20,Single,Trades
15069,Not Fraud,M,28,Single,Other
15070,Not Fraud,M,28,Single,Other
15071,Not Fraud,M,28,Single,Other
15072,Not Fraud,M,36,Married,Other
15073,Not Fraud,M,36,Married,Other
15074,Not Fraud,M,36,Married,Other
15075,Not Fraud,M,36,Married,Other
15076,Not Fraud,F,28,Single,Retail
15077,Not Fraud,F,28,Single,Retail
15078,Not Fraud,F,46,Married,Professional
15079,Not Fraud,F,46,Married,Professional
15080,Fraud,M,17,Single,Student
15081,Not Fraud,M,17,Single,Student
15082,Not Fraud,M,17,Single,Student
15083,Not Fraud,M,36,Married,Sales
15084,Not Fraud,M,36,Married,Sales
15085,Not Fraud,M,36,Married,Sales
